2020-21,warriors,1.0410958904109597
2020-21,nets,4.438356164383564
2020-21,clippers,6.095890410958903
2020-21,lakers,2.753424657534247
2020-21,hornets,-1.9041095890410957
2020-21,cavaliers,-8.328767123287673
2020-21,knicks,2.2739726027397262
2020-21,pacers,-0.04109589041095884
2020-21,heat,0.027397260273972702
2020-21,magic,-9.178082191780822
2020-21,wizards,-1.808219178082191
2020-21,sixers,5.5068493150684965
2020-21,bucks,5.808219178082195
2020-21,celtics,1.438356164383562
2020-21,pelicans,-0.28767123287671226
2020-21,raptors,-0.4657534246575342
2020-21,hawks,2.2876712328767135
2020-21,bulls,-0.8767123287671235
2020-21,spurs,-1.712328767123288
2020-21,grizzlies,1.0136986301369866
2020-21,pistons,-4.410958904109588
2020-21,timberwolves,-5.479452054794519
2020-21,kings,-3.630136986301371
2020-21,nuggets,4.86301369863014
2020-21,jazz,9.123287671232875
2020-21,blazers,1.7671232876712335
2020-21,mavericks,2.2328767123287667
2020-21,suns,5.739726027397264
2020-21,thunder,-10.49315068493151
2020-21,rockets,-7.794520547945205
2021-22,nets,0.7710843373493974
2021-22,bucks,3.3132530120481922
2021-22,warriors,5.469879518072289
2021-22,lakers,-3.0120481927710845
2021-22,pacers,-3.4337349397590358
2021-22,hornets,0.43373493975903593
2021-22,bulls,-0.38554216867469887
2021-22,pistons,-7.626506024096384
2021-22,celtics,7.192771084337348
2021-22,knicks,-0.12048192771084339
2021-22,wizards,-3.33734939759036
2021-22,raptors,2.2650602409638556
2021-22,cavaliers,2.096385542168675
2021-22,grizzlies,5.6144578313253
2021-22,rockets,-8.373493975903616
2021-22,timberwolves,2.6024096385542173
2021-22,sixers,2.5783132530120483
2021-22,pelicans,-0.9759036144578311
2021-22,magic,-7.903614457831324
2021-22,spurs,0.12048192771084339
2021-22,thunder,-7.999999999999998
2021-22,jazz,5.9638554216867465
2021-22,nuggets,2.2771084337349388
2021-22,suns,7.409638554216866
2021-22,kings,-5.397590361445781
2021-22,blazers,-8.771084337349398
2021-22,mavericks,3.2650602409638547
2021-22,hawks,1.542168674698795
2021-22,heat,4.397590361445784
2021-22,clippers,0.024096385542168627
2022-23,sixers,4.265060240963856
2022-23,celtics,6.44578313253012
2022-23,lakers,0.5662650602409639
2022-23,warriors,1.7831325301204826
2022-23,magic,-2.5301204819277117
2022-23,pistons,-8.120481927710843
2022-23,wizards,-1.1927710843373494
2022-23,pacers,-3.144578313253013
2022-23,rockets,-7.75903614457831
2022-23,hawks,0.2891566265060242
2022-23,pelicans,1.8674698795180726
2022-23,nets,0.8433734939759038
2022-23,bulls,1.2771084337349399
2022-23,heat,-0.3132530120481928
2022-23,cavaliers,5.313253012048192
2022-23,raptors,1.4578313253012043
2022-23,knicks,2.89156626506024
2022-23,grizzlies,3.8915662650602405
2022-23,thunder,1.0722891566265063
2022-23,timberwolves,-0.03614457831325285
2022-23,hornets,-6.168674698795178
2022-23,spurs,-9.915662650602407
2022-23,nuggets,3.289156626506023
2022-23,jazz,-0.9277108433734936
2022-23,mavericks,0.0722891566265061
2022-23,suns,2.048192771084337
2022-23,blazers,-3.9638554216867443
2022-23,kings,2.6144578313253004
2022-23,bucks,3.5903614457831314
2022-23,clippers,0.4939759036144576
